1,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0
2,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0
1,2,18,1,0,0,1,0,0,0,0,0,0,0,0,0
2,2,12,1,0,0,0,1,0,0,0,0,0,0,0,0
2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2,2,23,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,14,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,24,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2,19,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
