"","Gender","Age","Ethnicity","Race","SubID"
"1","M",23,"NHL","W","1dc68e2"
"2","M",22,"NHL","W","11ace14"
"3","M",25,"HL","M","1a36ee0"
"4","F",25,"NHL","W","15b774e"
"5","F",25,"NHL","W","1695138"
"6","M",25,"HL","W","19cbad3"
"7","F",26,"NHL","A","14973e9"
"8","M",32,"NHL","W","199393d"
"9","F",29,"NA","O","1d7bc04"
"10","F",30,"NHL","W","1091793"
"11","F",28,"NHL","W","144c7df"
"12","F",29,"NHL","W","1210477"
"13","F",19,"NHL","W","102741f"
"14","M",NA,"NHL","W","103f2a9"
