"","Gender","Age","Ethnicity","Race","SubID"
"1","M",27,"NHL","W","adfa595"
"2","F",19,"NHL","A","144aa92"
"3","M",33,"NHL","W","1b4a3af"
"4","F",34,"NHL","W","16008a6"
"5","M",22,"HL","W","10c9941"
"6","F",21,"NA","W","15fd473"
"7","M",18,"NHL","W","1883668"
