"","Gender","Age","Ethnicity","Race","SubID"
"1","F",29,"NHL","W","1c56a4e"
"2","F",34,"NHL","M","170e50f"
"3","F",30,"NHL","AA","146f49f"
"4","M",35,"NHL","W","1f7ae64"
"5","F",34,"NHL","W","1c72af0"
"6","M",23,"NHL","A","1165ff9"
"7","M",30,"NHL","W","13c88ec"
"8","M",31,"NHL","NA","1c8fb86"
"9","F",29,"NHL","AA","1ad6b08"
"10","M",24,"NHL","W","1e1d66e"
"11","M",25,"NHL","W","133fe68"
"12","F",27,"HL","W","1b5a5a2"
"13","F",27,"NHL","AA","1be130d"
"14","M",34,"NHL","W","144e2e5"
