"","keys","accuracy","rt","Fimg","Simg","feature_index","subID","trialNum","run"
"2",1,1,756,5,5,2,"1fff5f7",1,1
"3",1,1,321,3,3,2,"1fff5f7",2,1
"4",1,1,299,6,6,2,"1fff5f7",3,1
"5",1,1,515,4,4,2,"1fff5f7",4,1
"6",1,0,330,1,5,2,"1fff5f7",5,1
"7",1,1,298,2,2,2,"1fff5f7",6,1
"8",1,1,282,1,1,2,"1fff5f7",7,1
"9",1,0,294,1,4,2,"1fff5f7",8,1
"10",1,0,309,1,6,2,"1fff5f7",9,1
"11",0,1,284,3,1,2,"1fff5f7",10,1
"12",1,0,276,1,2,2,"1fff5f7",11,1
"13",1,1,283,5,5,2,"1fff5f7",12,1
"14",1,0,260,1,5,2,"1fff5f7",13,1
"15",0,0,284,6,6,2,"1fff5f7",14,1
"16",0,1,237,1,3,2,"1fff5f7",15,1
"17",1,1,257,1,1,2,"1fff5f7",16,1
"18",1,1,258,2,2,2,"1fff5f7",17,1
"19",0,1,259,1,2,2,"1fff5f7",18,1
"20",1,0,268,6,1,2,"1fff5f7",19,1
"21",0,1,289,1,4,2,"1fff5f7",20,1
"22",0,0,283,4,4,2,"1fff5f7",21,1
"23",0,0,281,3,3,2,"1fff5f7",22,1
"24",1,1,293,6,6,2,"1fff5f7",23,1
"25",0,0,307,5,5,2,"1fff5f7",24,1
"26",0,1,244,1,4,2,"1fff5f7",25,1
"27",1,1,239,1,1,2,"1fff5f7",26,1
"28",0,1,264,5,1,2,"1fff5f7",27,1
"29",0,1,267,1,2,2,"1fff5f7",28,1
"30",0,0,302,3,3,2,"1fff5f7",29,1
"31",1,1,284,4,4,2,"1fff5f7",30,1
"32",0,1,289,1,6,2,"1fff5f7",31,1
"33",1,1,261,2,2,2,"1fff5f7",32,1
"34",1,0,256,1,3,2,"1fff5f7",33,1
"35",1,1,290,4,4,2,"1fff5f7",34,1
"36",0,0,279,2,2,2,"1fff5f7",35,1
"37",1,1,259,1,1,2,"1fff5f7",36,1
"38",1,0,264,2,1,2,"1fff5f7",37,1
"39",0,1,196,4,1,2,"1fff5f7",38,1
"40",0,1,263,1,5,2,"1fff5f7",39,1
"41",1,0,673,3,1,2,"1fff5f7",40,1
"42",0,0,222,3,3,2,"1fff5f7",41,1
"43",1,1,237,6,6,2,"1fff5f7",42,1
"44",1,1,176,5,5,2,"1fff5f7",43,1
"45",0,1,252,6,1,2,"1fff5f7",44,1
"46",0,0,275,5,5,2,"1fff5f7",45,1
"47",1,0,259,2,1,2,"1fff5f7",46,1
"48",1,1,266,1,1,2,"1fff5f7",47,1
"49",1,1,254,6,6,2,"1fff5f7",48,1
"50",1,1,257,3,3,2,"1fff5f7",49,1
"51",0,0,376,2,2,2,"1fff5f7",50,1
"52",1,0,262,5,1,2,"1fff5f7",51,1
"53",0,1,263,1,6,2,"1fff5f7",52,1
"54",0,1,394,1,4,2,"1fff5f7",53,1
"55",0,1,273,1,3,2,"1fff5f7",54,1
"56",0,0,324,4,4,2,"1fff5f7",55,1
"57",1,1,259,5,5,2,"1fff5f7",56,1
"58",1,0,391,1,2,2,"1fff5f7",57,1
"59",0,0,280,2,2,2,"1fff5f7",58,1
"60",1,0,270,1,6,2,"1fff5f7",59,1
"61",1,1,254,4,4,2,"1fff5f7",60,1
"62",0,1,274,4,1,2,"1fff5f7",61,1
"63",0,1,244,1,3,2,"1fff5f7",62,1
"64",0,0,258,1,1,2,"1fff5f7",63,1
"65",1,1,284,6,6,2,"1fff5f7",64,1
"66",0,1,289,5,1,2,"1fff5f7",65,1
"67",0,0,254,3,3,2,"1fff5f7",66,1
"68",1,0,200,1,5,2,"1fff5f7",67,1
"69",0,1,314,1,2,2,"1fff5f7",68,1
