"","X","post_surve","prolificID","SubID","confirm_code","basic_id","d_p","feature"
"1",1,"Therockonthetopleftofthelargestpiece.","5b66fe8b9ed653000189e236","189e236","3Y8QH5iz.txt","189e236",2.00055320594424,3
"2",2,"Thebottomrightshape","5b5e0afad7608a0001aeba69","1aeba69","4IsaXvDY.txt","1aeba69",3.22152123717778,2
"3",3,"Thetopshapeontheobject","5b98412d83ac680001596ba3","1596ba3","6gxBXZjn.txt","1596ba3",2.51001242751999,3
"4",4,"shapeofsadows","5bb2ad30fc0969000118e902","118e902","7VMzoSEc.txt","118e902",0.777930276150493,3
"5",5,"AllInoticewasthesizeofthebottomrightblock,andtheshadowunderneathit.","588908498fd7f00001d735f8","1d735f8","aSGCptnR.txt","1d735f8",3.1675838294031,2
"6",6,"thedarkobjectinthecenterwastheonlythingthatchanged","5bb90c5bdb447c0001938b10","1938b10","EqJkbOfA.txt","1938b10",4.44953874685146,1
"7",7,"Itwashardtodecipher.Ittookquiteafewrunsafterobservingthethreeobjectsandtheactuallargerocktheywereontonoticethedifferences.Finally,itlookedlikethedifferencesweretheshapeoftheobjectonthehighestobject.","5b134a12bd9c31000156d4e2","156d4e2","F9qNF5p2.txt","156d4e2",1.42443403126332,3
"8",8,"Therockontopofthebigrock","5a807a480f1bce000121f918","121f918","HdxhFKsF.txt","121f918",1.35758742967624,3
"9",9,"theshadows","5aecd50c8db5b00001ada5da","1ada5da","JHyKaKe9.txt","189e236",2.00055320594424,3
"10",10,"thebottomleftshape","58ec17868ec78100012150cd","12150cd","JkdKt72H.txt","12150cd",4.44953874685146,1
"11",11,"leftrocks","5aeaff98b128a70001b72de7","1b72de7","k0AUAjiE.txt","1b72de7",4.43075248312703,1
"12",12,"topleftextensionhaddifferentshapes","5ad7c075c25ea0000188486b","188486b","LKbBW1AJ.txt","188486b",1.45715882651162,3
"13",13,"Somepartswereabitlargerthantheircounterparts.","57fc034d5682050001101347","1101347","lWllV3tn.txt","1101347",1.39564263140979,2
"14",14,"Locationsofprotrusions,shading,sizeofprotrusions,attitudeofprotrusions","5af9b549e066a40001138c52","1138c52","MCHjuaIo.txt","1138c52",1.50702740808291,3
"15",15,"Onthebottomrighttherockpiecelookeddifferent","5652186a812a980012fe65ce","2fe65ce","NURmZP7H.txt","2fe65ce",3.55997191593085,2
"16",16,"Theshadowofthebottomrightobject","5b05e34d1794bc0001366b8a","1366b8a","o6VpR2hf.txt","1366b8a",2.21747461898265,2
"17",17,"Themiddleobjecthadatriangleonitstopthatchangedsizes","585849a944177c0001aacf8e","1aacf8e","OrlS1ict.txt","1aacf8e",4.44953874685146,1
"18",18,"Thecenterbottomrightobjectvariedinsize,width.","5b6335d8bc9c46000184ab04","184ab04","pyNFbE2G.txt","184ab04",3.55997191593085,2
"19",19,"thebottomrightandthedifferencewasinsizeoftheobject","559304ccfdf99b59a74caa1f","74caa1f","qcF0bt1l.txt","74caa1f",4.44953874685146,2
"20",20,"Theedgesofthemiddlerockweredifferentsizes.","55eb04337480920010aa9e0d","0aa9e0d","R3JEtwYf.txt","0aa9e0d",4.44953874685146,1
"21",21,"thelittletrianglesonthebottomclump.THISWASTERRIBLE!!!!!!!!!!!!","5b08c74de33e2b00016acb41","16acb41","sXFUZwTE.txt","16acb41",3.88296889242929,1
"22",22,"Iwasfocusingonthetoprock","57bf2f693aa21900017f7ae6","17f7ae6","T9tRjbHm.txt","17f7ae6",1.53599277860233,3
"23",23,"Thedarkpiecesstickingout","5b71f879802e260001dcaf6c","1dcaf6c","TNNxpXnb.txt","1dcaf6c",2.49841599938889,3
"24",24,"Thelowerleftobjectandit'sprojectionandshadow","5ba016525764cb0001a3f553","1a3f553","V5jgUdiq.txt","1a3f553",4.44953874685146,1
"25",25,"Ilookedatthebottomleftquadrantoftheobjectandtherewasasmallerpolygonthatwasveryskinny,skinny,medium,orlarge.","59ff81fd5d06850001afeeab","1afeeab","VDmeZ00V.txt","1afeeab",2.01610556470478,1
"26",26,"twoofthedarkgrayoutcroppingsweredifferentsizes","58a5cf959e040a0001399f07","1399f07","VQeYw8RM.txt","1399f07",2.82237363022019,2
"27",27,"therocklikeshapeontopofthelargerockshape.","5afe8d3259ae1e00017e736d","17e736d","wc6kofi1.txt","17e736d",1.71098132298113,3
"28",28,"theclusterofshapesinthecenter,therewasanubthatdifferinsize.","5b523bdc608e18000184d8a6","184d8a6","XKvNw2oY.txt","184d8a6",4.4262957442217,1
"29",29,"Thesizeoftheknobonthesmallforwardfacingthing","5b245ce134ffd00001b41c00","1b41c00","ZzS4FP7Z.txt","1b41c00",1.90132774817907,1
