"","keys","accuracy","rt","Fimg","Simg","feature_index","subID","trialNum","run"
"2",1,0,609,1,4,1,"1fb6b59",1,1
"3",0,1,416,5,1,1,"1fb6b59",2,1
"4",0,0,355,5,5,1,"1fb6b59",3,1
"5",1,1,378,2,2,1,"1fb6b59",4,1
"6",0,0,345,4,4,1,"1fb6b59",5,1
"7",1,0,388,1,3,1,"1fb6b59",6,1
"8",0,0,421,6,6,1,"1fb6b59",7,1
"9",1,0,324,1,2,1,"1fb6b59",8,1
"10",1,1,336,1,1,1,"1fb6b59",9,1
"11",0,1,373,1,6,1,"1fb6b59",10,1
"12",1,1,396,3,3,1,"1fb6b59",11,1
"13",1,0,292,1,3,1,"1fb6b59",12,1
"14",1,1,343,6,6,1,"1fb6b59",13,1
"15",1,1,362,2,2,1,"1fb6b59",14,1
"16",1,1,298,5,5,1,"1fb6b59",15,1
"17",1,1,390,1,1,1,"1fb6b59",16,1
"18",1,0,364,1,6,1,"1fb6b59",17,1
"19",1,1,479,4,4,1,"1fb6b59",18,1
"20",0,1,313,1,5,1,"1fb6b59",19,1
"21",1,1,415,3,3,1,"1fb6b59",20,1
"22",1,0,356,1,4,1,"1fb6b59",21,1
"23",0,1,459,2,1,1,"1fb6b59",22,1
"24",0,0,369,3,3,1,"1fb6b59",23,1
"25",1,1,405,6,6,1,"1fb6b59",24,1
"26",1,0,331,1,2,1,"1fb6b59",25,1
"27",0,0,343,4,4,1,"1fb6b59",26,1
"28",0,1,354,6,1,1,"1fb6b59",27,1
"29",0,1,393,4,1,1,"1fb6b59",28,1
"30",1,0,1865,3,1,1,"1fb6b59",29,1
"31",1,1,283,5,5,1,"1fb6b59",30,1
"32",1,1,346,1,1,1,"1fb6b59",31,1
"33",0,1,354,1,5,1,"1fb6b59",32,1
"34",1,1,409,2,2,1,"1fb6b59",33,1
"35",0,1,382,4,1,1,"1fb6b59",34,1
"36",0,1,411,5,1,1,"1fb6b59",35,1
"37",0,1,357,6,1,1,"1fb6b59",36,1
"38",1,1,427,3,3,1,"1fb6b59",37,1
"39",1,1,396,1,1,1,"1fb6b59",38,1
"40",1,0,338,1,2,1,"1fb6b59",39,1
"41",1,1,296,2,2,1,"1fb6b59",40,1
"42",0,1,318,1,3,1,"1fb6b59",41,1
"43",1,1,362,6,6,1,"1fb6b59",42,1
"44",1,1,321,5,5,1,"1fb6b59",43,1
"45",1,1,473,4,4,1,"1fb6b59",44,1
"46",1,1,407,1,1,1,"1fb6b59",45,1
"47",1,1,395,2,2,1,"1fb6b59",46,1
"48",1,1,561,4,4,1,"1fb6b59",47,1
"49",0,1,339,1,3,1,"1fb6b59",48,1
"50",1,1,315,5,5,1,"1fb6b59",49,1
"51",1,1,340,3,3,1,"1fb6b59",50,1
"52",1,0,361,2,1,1,"1fb6b59",51,1
"53",1,1,293,6,6,1,"1fb6b59",52,1
"54",0,1,396,1,6,1,"1fb6b59",53,1
"55",0,1,356,1,4,1,"1fb6b59",54,1
"56",0,1,385,5,1,1,"1fb6b59",55,1
"57",1,1,951,4,4,1,"1fb6b59",56,1
"58",1,1,348,2,2,1,"1fb6b59",57,1
"59",0,1,378,1,4,1,"1fb6b59",58,1
"60",1,1,225,1,1,1,"1fb6b59",59,1
"61",0,1,392,1,6,1,"1fb6b59",60,1
"62",0,0,301,6,6,1,"1fb6b59",61,1
"63",1,1,404,5,5,1,"1fb6b59",62,1
"64",1,1,1703,3,3,1,"1fb6b59",63,1
"65",0,1,371,1,3,1,"1fb6b59",64,1
"66",0,1,394,1,5,1,"1fb6b59",65,1
"67",1,0,397,2,1,1,"1fb6b59",66,1
"68",0,1,323,5,1,1,"1fb6b59",67,1
"69",0,1,365,2,1,1,"1fb6b59",68,1
"70",0,1,261,1,4,1,"1fb6b59",69,1
"71",0,0,338,3,3,1,"1fb6b59",70,1
