"","X","post_surve","prolificID","SubID","confirm_code","basic_id","d_p","feature"
"1",1,"Thebottomtrianglepartinthedarkbottomrightpeicethatstuckout.Itchangedsize,whichIthinkithad3differentsizes.","5b9ff0220268410001cd6f2e","1cd6f2e","0FkmwtmZ.txt","1cd6f2e",5.13596274788912,2
"2",2,"Therewasagreycube.Onthecubewerethreedifferentgrowths.Thegrowthonmyperspective'sleftsidehadasmaller,sharperpiece.Thesharperpiecegrewandshrunkinlength.","5bc5fe53a7b320000113c150","113c150","0fqu9Qmn.txt","113c150",3.77289886113646,1
"3",3,"thepyramid-likestructureontheleftoftheobject","5a8d42df1904200001563fbc","1563fbc","2dZqVw4K.txt","1563fbc",3.46104993058408,1
"4",4,"Theshadowinthemiddleofthetopbulge","5b53e95f4bbe600001465c18","1465c18","31xNRZOw.txt","1465c18",-0.0660294247835683,4
"5",5,"hetoprockshapedtriangle","5b1b75312767e20001e506ec","1e506ec","36DK9cXB.txt","1e506ec",2.7958432162737,4
"6",6,"Iamnotsure,Ibelieveitwasoneoftheanglesortheshadows","5b84911bdb11320001c57828","1c57828","3QA0P2bm.txt","1c57828",0.204677968248488,3
"7",7,"Therewasatriangleonnearthetopleftoftheobjectthatkeptchangingsize","589e989ce6afe00001d349a8","1d349a8","3TOwsKUz.txt","1d349a8",3.27344610675437,4
"8",8,"oneofthebumpswasthreedifferentsizes","5a70f733c2eb6c00017e1ad1","17e1ad1","59m03Ubo.txt","17e1ad1",3.77289886113646,2
"9",9,"themiddledarkprotrusionontheleftside.","5aed0f08aa05510001ff7d88","1ff7d88","5MCx4B2M.txt","1ff7d88",2.7594799295868,1
"10",10,"Thesectioninthebottomleft","5b2199c0cd0abe00014fa68e","14fa68e","5Rf1HEso.txt","1cd6f2e",5.13596274788912,2
"11",11,"Ifocusedmainlyontheupperleftdarkerportionoftheobjectwhichhadvaryingwidths/angles.","5bad1b21defccb0001f75812","1f75812","6mklzUmA.txt","1f75812",4.08800921872504,4
"12",12,"Therewasapartinthelowerleftthatjuttedoutalittlemoreorlesssometimes.","59dc458f77860e000151240e","151240e","76QPB3Iy.txt","151240e",4.03883342676998,1
"13",13,"Thelowestgreynodeontherock","5bc2767f7301b10001f758f0","1f758f0","A8h5GCRl.txt","1f758f0",2.34270717961694,3
"14",14,"1","5ba7af8e3c7a05000198e48e","198e48e","CpmJVXtm.txt","198e48e",3.46890182056402,2
"15",15,"themiddleshapesonthecorneroftheobjectchanged,thesizeofthesmallerpieceontopchanged","5ae7b0713810080001c06873","1c06873","csKJ5uiQ.txt","1c06873",4.63538252742346,2
"16",16,"thesmallportrustionononeoftheobjectsonthefaceofthemainobject","5b0fca411e55760001b9b5cf","1b9b5cf","cvggKA8s.txt","1b9b5cf",1.55686663771033,1
"17",17,"Bottomleftchunkwouldhaveportionsthatchangedsize.","5b9dcb3bd2599000011033a7","11033a7","cVz01kVt.txt","11033a7",3.91992796908011,1
"18",18,"Thedifferentshapesontopofthebigonewouldchangewidthorheight","5a79f14a8fe2dc00010593eb","10593eb","daiSivmE.txt","10593eb",0.847339325056688,3
"19",19,"Thepartthatwasjettingoutfromthebottomofthelowerrightpartoftheobject","5b9e9fff6e3ebc0001c744db","1c744db","daWPFwZc.txt","1c744db",2.21546070095,3
"20",20,"themiddlebottomobjectwasalwaysthedifferentone.","5a0908427542890001aa6a0d","1aa6a0d","DWiupgrU.txt","1aa6a0d",3.76613292940548,2
"21",21,"Thelowerrightchunkoftheobjectchangedshape,size,andtheshadowssurroundingitdiffered.","58c5ade8334d5b0001d6393b","1d6393b","f4RvdgJy.txt","1d6393b",3.79387862035597,3
"22",22,"Thepartsthatdifferedwerethesideandshadingoftrianglesonthelefthandedsideoftheobject.","5ba85a9d032d360001b83177","1b83177","gcgwQLiD.txt","1b83177",3.02784775405211,1
