"","keys","accuracy","rt","Fimg","Simg","feature_index","subID","trialNum","run"
"2",1,0,716,5,1,1,"1d9099a",1,1
"3",1,1,692,6,6,1,"1d9099a",2,1
"4",1,0,584,1,3,1,"1d9099a",3,1
"5",0,1,716,1,4,1,"1d9099a",4,1
"6",0,1,434,1,2,1,"1d9099a",5,1
"7",0,1,122,6,1,1,"1d9099a",6,1
"8",1,1,402,2,2,1,"1d9099a",7,1
"9",1,1,486,1,1,1,"1d9099a",8,1
"10",0,0,416,4,4,1,"1d9099a",9,1
"11",1,1,474,3,3,1,"1d9099a",10,1
"12",1,1,374,5,5,1,"1d9099a",11,1
"13",0,1,262,1,4,1,"1d9099a",12,1
"14",1,1,424,6,6,1,"1d9099a",13,1
"15",1,1,354,2,2,1,"1d9099a",14,1
"16",0,1,364,1,5,1,"1d9099a",15,1
"17",1,1,344,3,3,1,"1d9099a",16,1
"18",1,1,410,5,5,1,"1d9099a",17,1
"19",0,1,372,6,1,1,"1d9099a",18,1
"20",1,1,474,1,1,1,"1d9099a",19,1
"21",0,1,614,1,3,1,"1d9099a",20,1
"22",1,1,418,4,4,1,"1d9099a",21,1
"23",1,0,372,1,2,1,"1d9099a",22,1
"24",1,0,384,4,1,1,"1d9099a",23,1
"25",1,1,308,2,2,1,"1d9099a",24,1
"26",0,1,392,1,3,1,"1d9099a",25,1
"27",1,1,434,3,3,1,"1d9099a",26,1
"28",1,1,390,6,6,1,"1d9099a",27,1
"29",1,1,364,4,4,1,"1d9099a",28,1
"30",1,1,476,1,1,1,"1d9099a",29,1
"31",0,1,426,5,1,1,"1d9099a",30,1
"32",0,1,358,6,1,1,"1d9099a",31,1
"33",1,1,484,5,5,1,"1d9099a",32,1
"34",1,0,388,1,2,1,"1d9099a",33,1
"35",1,1,446,2,2,1,"1d9099a",34,1
"36",0,1,542,1,4,1,"1d9099a",35,1
"37",0,1,496,1,6,1,"1d9099a",36,1
"38",1,1,524,6,6,1,"1d9099a",37,1
"39",1,1,1380,4,4,1,"1d9099a",38,1
"40",0,1,468,1,5,1,"1d9099a",39,1
"41",1,1,496,3,3,1,"1d9099a",40,1
"42",1,1,710,1,1,1,"1d9099a",41,1
"43",1,1,490,5,5,1,"1d9099a",42,1
"44",0,1,776,1,3,1,"1d9099a",43,1
"45",0,1,826,2,1,1,"1d9099a",44,1
"46",0,1,476,6,1,1,"1d9099a",45,1
"47",1,1,534,3,3,1,"1d9099a",46,1
"48",0,1,488,3,1,1,"1d9099a",47,1
"49",1,1,548,4,4,1,"1d9099a",48,1
"50",1,1,406,5,5,1,"1d9099a",49,1
"51",1,1,346,1,1,1,"1d9099a",50,1
"52",1,1,980,2,2,1,"1d9099a",51,1
"53",1,0,362,1,2,1,"1d9099a",52,1
"54",0,1,298,1,5,1,"1d9099a",53,1
"55",1,1,314,6,6,1,"1d9099a",54,1
"56",0,1,328,1,4,1,"1d9099a",55,1
"57",1,0,672,1,2,1,"1d9099a",56,1
"58",1,1,1212,6,6,1,"1d9099a",57,1
"59",0,1,328,3,1,1,"1d9099a",58,1
"60",0,1,296,5,1,1,"1d9099a",59,1
"61",0,1,740,6,1,1,"1d9099a",60,1
"62",1,1,414,2,2,1,"1d9099a",61,1
"63",1,1,426,5,5,1,"1d9099a",62,1
"64",0,0,330,1,1,1,"1d9099a",63,1
"65",0,1,328,4,1,1,"1d9099a",64,1
"66",1,1,452,3,3,1,"1d9099a",65,1
"67",1,1,788,4,4,1,"1d9099a",66,1
"68",0,1,382,1,6,1,"1d9099a",67,1
"69",0,1,666,1,2,1,"1d9099a",68,1
