"","keys","accuracy","rt","Fimg","Simg","feature_index","subID","trialNum","run"
"2",1,1,202,3,3,1,"1775634",1,1
"3",1,1,423,5,5,1,"1775634",2,1
"4",1,0,515,1,3,1,"1775634",3,1
"5",1,1,283,1,1,1,"1775634",4,1
"6",1,1,305,2,2,1,"1775634",5,1
"7",1,0,272,1,5,1,"1775634",6,1
"8",0,0,320,4,4,1,"1775634",7,1
"9",1,1,444,6,6,1,"1775634",8,1
"10",0,1,345,4,1,1,"1775634",9,1
"11",0,1,817,1,6,1,"1775634",10,1
"12",1,0,389,2,1,1,"1775634",11,1
"13",1,1,289,1,1,1,"1775634",12,1
"14",0,1,319,1,4,1,"1775634",13,1
"15",0,1,244,6,1,1,"1775634",14,1
"16",1,1,236,3,3,1,"1775634",15,1
"17",1,0,335,3,1,1,"1775634",16,1
"18",1,1,335,6,6,1,"1775634",17,1
"19",0,1,361,5,1,1,"1775634",18,1
"20",1,1,344,4,4,1,"1775634",19,1
"21",1,0,318,2,1,1,"1775634",20,1
"22",1,1,319,2,2,1,"1775634",21,1
"23",1,1,294,5,5,1,"1775634",22,1
"24",0,1,274,1,3,1,"1775634",23,1
"25",1,1,284,2,2,1,"1775634",24,1
"26",1,1,303,3,3,1,"1775634",25,1
"27",1,1,318,4,4,1,"1775634",26,1
"28",1,0,334,1,4,1,"1775634",27,1
"29",0,1,339,1,5,1,"1775634",28,1
"30",-1,-1,0,6,6,1,"1775634",29,1
"31",1,1,393,5,5,1,"1775634",30,1
"32",1,0,332,2,1,1,"1775634",31,1
"33",1,1,364,1,1,1,"1775634",32,1
"34",0,1,321,6,1,1,"1775634",33,1
"35",0,1,288,6,1,1,"1775634",34,1
"36",1,1,308,4,4,1,"1775634",35,1
"37",0,1,674,5,1,1,"1775634",36,1
"38",1,1,351,6,6,1,"1775634",37,1
"39",1,1,303,2,2,1,"1775634",38,1
"40",1,1,391,1,1,1,"1775634",39,1
"41",0,1,402,1,4,1,"1775634",40,1
"42",0,1,479,1,2,1,"1775634",41,1
"43",1,1,386,3,3,1,"1775634",42,1
"44",1,1,596,5,5,1,"1775634",43,1
"45",0,1,360,1,3,1,"1775634",44,1
"46",0,1,392,4,1,1,"1775634",45,1
"47",1,1,353,1,1,1,"1775634",46,1
"48",1,1,876,2,2,1,"1775634",47,1
"49",1,1,1209,4,4,1,"1775634",48,1
"50",0,1,418,1,5,1,"1775634",49,1
"51",0,1,565,6,1,1,"1775634",50,1
"52",1,1,675,5,5,1,"1775634",51,1
"53",1,1,746,6,6,1,"1775634",52,1
"54",0,1,756,2,1,1,"1775634",53,1
"55",1,1,444,3,3,1,"1775634",54,1
"56",0,1,755,3,1,1,"1775634",55,1
"57",0,1,1018,5,1,1,"1775634",56,1
"58",0,1,200,2,1,1,"1775634",57,1
"59",1,1,487,3,3,1,"1775634",58,1
"60",0,1,628,6,1,1,"1775634",59,1
"61",1,1,344,4,4,1,"1775634",60,1
"62",1,1,306,2,2,1,"1775634",61,1
"63",1,1,802,5,5,1,"1775634",62,1
"64",0,1,301,1,4,1,"1775634",63,1
"65",1,0,161,1,3,1,"1775634",64,1
"66",1,1,309,1,1,1,"1775634",65,1
