"","keys","accuracy","rt","Fimg","Simg","feature_index","subID","trialNum","run"
"2",1,1,582,1,1,3,"174496e",1,1
"3",1,1,336,5,5,3,"174496e",2,1
"4",1,0,338,3,1,3,"174496e",3,1
"5",1,0,317,4,1,3,"174496e",4,1
"6",1,1,444,6,6,3,"174496e",5,1
"7",1,1,334,3,3,3,"174496e",6,1
"8",1,0,464,2,1,3,"174496e",7,1
"9",1,0,316,1,6,3,"174496e",8,1
"10",1,0,275,5,1,3,"174496e",9,1
"11",0,0,245,2,2,3,"174496e",10,1
"12",1,1,282,4,4,3,"174496e",11,1
"13",1,0,262,3,1,3,"174496e",12,1
"14",1,1,64,3,3,3,"174496e",13,1
"15",0,0,276,6,6,3,"174496e",14,1
"16",0,0,422,4,4,3,"174496e",15,1
"17",1,0,331,1,2,3,"174496e",16,1
"18",1,1,327,2,2,3,"174496e",17,1
"19",1,0,312,1,4,3,"174496e",18,1
"20",0,0,294,5,5,3,"174496e",19,1
"21",0,1,277,1,5,3,"174496e",20,1
"22",0,1,302,6,1,3,"174496e",21,1
"23",1,1,350,1,1,3,"174496e",22,1
"24",1,1,261,6,6,3,"174496e",23,1
"25",1,0,303,3,1,3,"174496e",24,1
"26",0,0,290,1,1,3,"174496e",25,1
"27",1,1,340,3,3,3,"174496e",26,1
"28",1,0,269,1,2,3,"174496e",27,1
"29",1,1,337,4,4,3,"174496e",28,1
"30",0,1,260,4,1,3,"174496e",29,1
"31",1,0,238,1,5,3,"174496e",30,1
"32",0,1,294,1,6,3,"174496e",31,1
"33",1,1,255,2,2,3,"174496e",32,1
"34",1,1,300,5,5,3,"174496e",33,1
"35",0,0,292,1,1,3,"174496e",34,1
"36",0,1,313,4,1,3,"174496e",35,1
"37",0,0,261,5,5,3,"174496e",36,1
"38",1,1,243,3,3,3,"174496e",37,1
"39",1,1,309,2,2,3,"174496e",38,1
"40",0,1,232,1,6,3,"174496e",39,1
"41",1,0,297,1,3,3,"174496e",40,1
"42",0,1,272,1,2,3,"174496e",41,1
"43",1,1,336,4,4,3,"174496e",42,1
"44",0,1,280,1,5,3,"174496e",43,1
"45",1,1,380,6,6,3,"174496e",44,1
"46",0,1,289,1,4,3,"174496e",45,1
"47",0,1,354,1,5,3,"174496e",46,1
"48",1,1,756,3,3,3,"174496e",47,1
"49",1,1,318,6,6,3,"174496e",48,1
"50",1,1,533,5,5,3,"174496e",49,1
"51",0,1,330,1,3,3,"174496e",50,1
"52",1,1,320,1,1,3,"174496e",51,1
"53",1,0,449,2,1,3,"174496e",52,1
"54",1,1,333,4,4,3,"174496e",53,1
"55",1,1,370,2,2,3,"174496e",54,1
"56",0,1,317,1,6,3,"174496e",55,1
"57",0,1,283,1,2,3,"174496e",56,1
"58",1,1,371,6,6,3,"174496e",57,1
"59",1,1,312,3,3,3,"174496e",58,1
"60",0,1,474,1,4,3,"174496e",59,1
"61",1,1,453,2,2,3,"174496e",60,1
"62",0,1,352,6,1,3,"174496e",61,1
"63",1,1,616,5,5,3,"174496e",62,1
"64",1,1,470,4,4,3,"174496e",63,1
"65",0,1,290,5,1,3,"174496e",64,1
"66",1,0,282,1,3,3,"174496e",65,1
"67",1,1,393,1,1,3,"174496e",66,1
"68",1,1,397,4,4,3,"174496e",67,1
"69",1,1,546,5,5,3,"174496e",68,1
"70",1,1,506,2,2,3,"174496e",69,1
"71",0,1,519,4,1,3,"174496e",70,1
"72",1,1,285,6,6,3,"174496e",71,1
"73",0,1,292,1,5,3,"174496e",72,1
"74",0,1,434,2,1,3,"174496e",73,1
"75",0,1,389,6,1,3,"174496e",74,1
"76",1,1,393,3,3,3,"174496e",75,1
"77",1,1,281,1,1,3,"174496e",76,1
"78",0,1,310,3,1,3,"174496e",77,1
"210",1,0,700,5,1,2,"1756f5f",1,1
"310",0,1,684,6,1,2,"1756f5f",2,1
"410",1,1,535,3,3,2,"1756f5f",3,1
"510",0,1,667,3,1,2,"1756f5f",4,1
"610",1,0,1223,2,1,2,"1756f5f",5,1
"79",0,1,886,1,4,2,"1756f5f",6,1
"81",1,1,597,1,1,2,"1756f5f",7,1
"91",0,0,615,4,4,2,"1756f5f",8,1
"101",1,1,620,5,5,2,"1756f5f",9,1
"111",1,1,545,2,2,2,"1756f5f",10,1
"121",1,1,56,6,6,2,"1756f5f",11,1
"131",1,1,508,1,1,2,"1756f5f",12,1
"141",1,1,797,6,6,2,"1756f5f",13,1
"151",1,1,493,4,4,2,"1756f5f",14,1
"161",1,1,678,3,3,2,"1756f5f",15,1
"171",0,1,548,5,1,2,"1756f5f",16,1
"181",0,1,429,1,4,2,"1756f5f",17,1
"191",1,1,330,2,2,2,"1756f5f",18,1
"201",1,0,448,2,1,2,"1756f5f",19,1
"211",0,1,535,3,1,2,"1756f5f",20,1
"221",0,1,359,6,1,2,"1756f5f",21,1
"231",1,1,357,5,5,2,"1756f5f",22,1
"241",0,1,551,1,2,2,"1756f5f",23,1
"251",1,1,755,3,3,2,"1756f5f",24,1
"261",1,1,405,1,1,2,"1756f5f",25,1
"271",1,1,482,6,6,2,"1756f5f",26,1
"281",0,1,667,3,1,2,"1756f5f",27,1
"291",0,1,384,1,5,2,"1756f5f",28,1
"301",1,1,456,4,4,2,"1756f5f",29,1
"311",1,1,1404,5,5,2,"1756f5f",30,1
"321",0,1,649,4,1,2,"1756f5f",31,1
"331",0,0,458,2,2,2,"1756f5f",32,1
"341",0,1,706,6,1,2,"1756f5f",33,1
"351",1,1,367,3,3,2,"1756f5f",34,1
"361",1,1,401,4,4,2,"1756f5f",35,1
"371",0,1,478,6,1,2,"1756f5f",36,1
"381",0,1,556,3,1,2,"1756f5f",37,1
"391",0,1,651,1,5,2,"1756f5f",38,1
"401",0,1,440,1,2,2,"1756f5f",39,1
"411",1,1,387,5,5,2,"1756f5f",40,1
"421",1,1,408,6,6,2,"1756f5f",41,1
"431",1,1,480,2,2,2,"1756f5f",42,1
"441",0,0,408,1,1,2,"1756f5f",43,1
"451",0,1,582,4,1,2,"1756f5f",44,1
"461",0,1,425,3,1,2,"1756f5f",45,1
"471",0,1,545,2,1,2,"1756f5f",46,1
"481",0,0,715,4,4,2,"1756f5f",47,1
"491",1,1,708,3,3,2,"1756f5f",48,1
"501",1,1,599,2,2,2,"1756f5f",49,1
"511",0,1,1238,1,5,2,"1756f5f",50,1
"521",-1,-1,0,1,6,2,"1756f5f",51,1
"531",0,1,409,4,1,2,"1756f5f",52,1
"541",1,1,417,1,1,2,"1756f5f",53,1
"551",1,1,396,5,5,2,"1756f5f",54,1
"561",1,1,497,6,6,2,"1756f5f",55,1
"571",1,1,1042,3,3,2,"1756f5f",56,1
"581",1,1,765,5,5,2,"1756f5f",57,1
"591",0,1,563,1,4,2,"1756f5f",58,1
"601",1,1,515,2,2,2,"1756f5f",59,1
"611",0,1,336,1,5,2,"1756f5f",60,1
"621",1,1,555,4,4,2,"1756f5f",61,1
"631",0,0,606,1,1,2,"1756f5f",62,1
"641",0,1,369,1,6,2,"1756f5f",63,1
"651",1,1,384,6,6,2,"1756f5f",64,1
"661",1,0,936,2,1,2,"1756f5f",65,1
"671",1,0,488,1,3,2,"1756f5f",66,1
"681",1,1,416,6,6,2,"1756f5f",67,1
"691",0,1,697,5,1,2,"1756f5f",68,1
"701",1,1,367,1,1,2,"1756f5f",69,1
"711",1,1,691,4,4,2,"1756f5f",70,1
"721",1,1,357,5,5,2,"1756f5f",71,1
"731",0,1,440,2,1,2,"1756f5f",72,1
"741",0,1,1872,3,1,2,"1756f5f",73,1
"751",0,1,409,4,1,2,"1756f5f",74,1
"761",0,0,452,3,3,2,"1756f5f",75,1
"771",0,1,481,6,1,2,"1756f5f",76,1
"781",0,0,450,2,2,2,"1756f5f",77,1
"212",1,1,392,2,2,3,"172870b",1,1
"312",1,0,371,1,6,3,"172870b",2,1
"412",0,1,333,1,2,3,"172870b",3,1
"512",1,1,406,4,4,3,"172870b",4,1
"612",0,0,309,6,6,3,"172870b",5,1
"710",1,1,346,1,1,3,"172870b",6,1
"82",1,1,282,5,5,3,"172870b",7,1
"92",1,0,244,1,3,3,"172870b",8,1
"102",0,1,322,4,1,3,"172870b",9,1
"112",1,1,312,3,3,3,"172870b",10,1
"122",1,0,259,5,1,3,"172870b",11,1
"132",0,1,261,1,5,3,"172870b",12,1
"142",0,1,239,4,1,3,"172870b",13,1
"152",1,0,220,2,1,3,"172870b",14,1
"162",1,1,451,6,6,3,"172870b",15,1
"172",1,1,268,1,1,3,"172870b",16,1
"182",1,1,269,5,5,3,"172870b",17,1
"192",1,0,106,1,3,3,"172870b",18,1
"202",1,1,423,4,4,3,"172870b",19,1
"213",1,1,239,3,3,3,"172870b",20,1
"222",1,1,256,2,2,3,"172870b",21,1
"232",1,0,341,6,1,3,"172870b",22,1
"242",1,1,214,6,6,3,"172870b",23,1
"252",0,1,250,5,1,3,"172870b",24,1
"262",1,1,467,4,4,3,"172870b",25,1
"272",1,0,313,2,1,3,"172870b",26,1
