"","post_surve","prolificID","SubID","confirm_code"
"1","Thebottomtwosectionshaddifferentsizedramps.","59be1fac3a9ab60001119c1a","1119c1a","0HdPbnAq.txt"
"2","UPPERPARTOFTHEOBJECTS","5b9511e756dc3c00013599c4","13599c4","19skdGVv.txt"
"3","Rightmostouterbottomshapewidth","5ab1677246e6e70001ae267d","1ae267d","25jFTFgj.txt"
"4","smalltriangleonthetop","5ba0795124593f000174f263","174f263","3Prs8ybO.txt"
"5","frontmostextrusionontheleftsideoftheimage","558833f7fdf99b3a56b47f38","6b47f38","4sELEI1X.txt"
"6","triangleshapeonlefthandprotrusiononobjectvariedinsize","58a6597ba7d45800010438bd","10438bd","5HL2YS1b.txt"
"7","theobjectontherightwasalwaysdifferent...theothertwostayedthesamethroughout","59c10e885c50560001df9302","1df9302","5IPa5jN8.txt"
"8","Thebottomrightdetailedblob.","5ad2413e459c3500011370b2","11370b2","5y8u6oGH.txt"
"9","Therewasashadowareaonthetopformation,whichvariedinsize.","55cb92aafdf99b45e4bb1165","4bb1165","6GU17AQB.txt"
"10","Theshadingonthetopbumpoftherock","5baa8309dcd2e00001c9996b","1c9996b","7F2fBOWW.txt"
"11","initsshapeandsize","592b56cbda597300010f4080","10f4080","7IrOF4Bh.txt"
"12","Topleft,Iwaslookingatthesizeofthetriangle,aswellasthesizeofthedarkportioninthebottomrightofthetopleftobject","5a96b808f6dfdd0001ea6a38","1ea6a38","8kjf1Fma.txt"
"13","thebottomlittlerocksthatwerestickingoutweredifferentsizessometimes","593d38ef06c3b80001d673f8","1d673f8","9AcoOHoV.txt"
"14","thebottomrightshapeprotrudingfromthelargershapehadfourdifferentsizes","5b968623ed8d510001716fec","1716fec","aBS7HRtT.txt"
"15","farthestbottom/rightprotrusion,thelowerprotrusionwasofvaryingsizes/locationsonthepartnexttoit","56f55bc0736c79000c223b3d","c223b3d","aOlXVBTC.txt"
"16","Thebottomrightsurfaceoftherockchangedwhiletheothersremainedconstant.Onthissurface,theoverlappingpieceofrockvariedinsizes,typicallyfromasmall,mediumtolargepattern,withslightincreasesordecreasesinwidtharoundthesethreesizes.","5bb1c7db70f8df0001bee965","1bee965","aXKMdike.txt"
