"","post_surve","prolificID","SubID","confirm_code"
"1","ThemainpartthatIwaslookingateachtimewastherockonthemiddleleft.Thesmallerpointinthemiddleofitchangedsizefromonetotheotherattimesandthat'swhatIbasedmydecisionon.","5b401663e8815c0001775634","1775634","06HrKNOU.txt"
"2","thepiecefurthesttotheright","5b8486c9338a930001566cef","1566cef","0nltVvy0.txt"
"3","Thebottomrightparthasacoupledifferentsizevariances","57950da04a84da00014c5dbb","14c5dbb","142kVN3r.txt"
"4","placementoftheadditions,edgestoo","5b57dcb2b1c76d00016f8599","16f8599","7obylTC2.txt"
"5","Themiddleleftareawasalwaysdifferent.","5a4afdd835c9d50001fdd1c0","1fdd1c0","86hjwOVt.txt"
"6","ThemaindifferenceInoticedwastheprotrusionfromthelowerleftpartoftheobject.Itsortofremindedmeofanose.","559002fefdf99b3f7aada38f","aada38f","8foM9AZO.txt"
"7","Thenotchesontheshapes,aswellassomeshading","59c6305e6a287600011c388d","11c388d","8juw6ct5.txt"
"8","Theshadow/shapeswereslightlydifferent","5bb62e8cf7106b00013eb09d","13eb09d","aMVtNMdq.txt"
"9","Shapeswerechangedslightly,shadowsmoved,objectswereplacedindifferentlocations.","59e91cebae9f950001d8466a","1d8466a","b6orZLOe.txt"
"10","Thetopleftobject'swidthchanged.","5938e042e9b44100013ae891","13ae891","BW5Jqw29.txt"
"11","themiddlerock","5ba425333a49e00001615652","1615652","CkEpYDhS.txt"
"12","Theobjectonthelowerrightsideofthethree-dimensionalshape.","5953462b2d8f240001481c53","1481c53","DTGviqe9.txt"
"13","theshading","591cd70f08b92f0001f8dc42","1f8dc42","FMywnJdu.txt"
"14","Ononeobjectonly,therewasatriangularportionthatdifferedinsize.","5b6c312fa1fda800015fe165","15fe165","kfgUzzWr.txt"
"15","Itseemedthateithertheedgesoftheimagechanged,theobjectgrewbiggerorsmaller,orthesmallprotrudingfeatureschanged.","5b9f16c0962418000113290a","113290a","lCA6PYL6.txt"
"16","Therewasalwaysaspecificspotontheobjectthatwaseither,Larger,medium,Medium-smallandsmall,itwaslocatedonthebottomleftshapeontheobject.","5909be22299e1e0001582354","1582354","lpOmN9Fj.txt"
"17","Nearthetop,therewasalengthdifferenceofanedgenearthetoprock.","5b1954512767e20001e4e351","1e4e351","LYxXJyKW.txt"
"18","Thepartonthelowerright.","5658000ca9872d0011e1ba26","1e1ba26","MmHTyito.txt"
"19","middlebump","5aad4633fb22320001ba9d36","1ba9d36","Ng5I4oGD.txt"
"20","thecenterrockontopoftheotherrockwaschangingshapes","5ae3a41d32ef52000131a531","131a531","TunncWbq.txt"
"21","Therockyformationontheleftside.Thereisawedgestickingoutofitandthedifferencebetweentheobjectsishowfaroutthatwedgesticks.","5aa5e1c61eda41000136d40c","136d40c","uEweyThS.txt"
"22","thecoloringandangles","5588ee6ffdf99b304dd48297","dd48297","W2B373qz.txt"
"23","Theupperleftpartwasthepartthatdiffered","5608a73fd7def20012b7389d","2b7389d","W7Wtxr1k.txt"
"24","Variousshadowsandshapes","559347f6fdf99b790feb6435","feb6435","w9nrJcjL.txt"
"25","Theshadingbetweendifferentsections","5b985a950e9b4f00012c2c85","12c2c85","Y92x4QU2.txt"
"26","Shadows","587c0271bcf74400012d5120","12d5120","YpGB3p7P.txt"
"27","Thetopleftstonethingoftenvariedinsizeorsometimesangles","595ff7ea241f8d00010649da","10649da","yZRwPHha.txt"
"28","EventuallyIcametonoticethattherewasashadowonthethingtothetopleft.TherewasagraylinethatIwaslookingat,andittendedtoindicatewhethertheymatched.","56f340a6d70ab40006682a5e","6682a5e","zassg3AB.txt"
"29","thebottomrightsizeofshapewasdifferent","5a00f21bf2e3460001eda8f9","1eda8f9","ZvPfMKj6.txt"
