"","X","post_surve","prolificID","SubID","confirm_code","basic_id","d_p","feature"
"1",1,"Asmallchunkofrockontheouterleftsurfacechangedsize.","5ad79dd33ba33e0001c8c9ec","1c8c9ec","1jrPxRGZ.txt","1c8c9ec",4.40952890434311,1
"2",2,"theformofthedarkshapesatthebottomright","5b71c56d457b53000118dec7","118dec7","1Wg1wK54.txt","118dec7",2.37461191309949,2
"3",3,"therectangularshapesontherock","5b2c5d2a0ec82d0001d2a808","1d2a808","3daVcuzI.txt","1c8c9ec",4.40952890434311,1
"4",4,"Intheupperleft,observethedifferenceswhentheyexisted","5b26da1934ffd00001b45d8d","1b45d8d","3gRccNjp.txt","1b45d8d",2.47566877823309,3
"5",5,"Theupperlefthandcornerhadpartsthatstuckoutdifferently","5a6fa72d9cdd180001775149","1775149","A7TkXlq3.txt","1c8c9ec",4.40952890434311,1
"6",6,"Theshadesandsizeoftheleftmostobjects.","5af5f6e93aba4900015ece3b","15ece3b","aoYKIJ3P.txt","15ece3b",3.36745028846754,1
"7",7,"Theformationontherightofthestructurehadanedgethatwasprettyeasytodistinguishfromothers,onceyounoticeit.","558812eefdf99b14f004b722","004b722","btjy8eZy.txt","004b722",4.44953874685146,2
"8",8,"Thelowerrightone.","5a876665ae9a0b0001a9fbe3","1a9fbe3","bYiNkOtd.txt","1a9fbe3",4.44953874685146,2
"9",9,"Thetopleftcornerwasdifferent.Thebottompartvariedinsizeandsometimeshadasmallpieceattachedtoit.","59ac8dcc0acd5600012ec039","12ec039","EiwVwE1e.txt","12ec039",2.53280431656366,3
"10",10,"ThedifferenceIconcentratedonwasthelittleshadowunderneaththetopleftrock.Theshadowwasonthebottomrightcorneroftherock.","5bafc0ed27fb5000013b52e0","13b52e0","fJrsKcd7.txt","13b52e0",1.24076032756098,3
"11",11,"therocksandshadowsonthetop/leftofthebigmainrock","5ba841eda2a1ae0001f08bb8","1f08bb8","gugvgxBB.txt","1f08bb8",2.41376883351216,3
"12",12,"Partofthelumpinthetopleftchangedsizeandshape.","5b53e29cc09af90001f118fa","1f118fa","HVAyVfJo.txt","1f118fa",4.42884876558498,3
"13",13,"theplacement","5ad4a9f30f5d3900016a4d8b","16a4d8b","I04PMez0.txt","16a4d8b",-0.328072107531651,3
"14",14,"therewere3partsoneonthetop,oneonmiddleontheside,andoneonethebottom.themiddleobjectonthesidehasanobjectthatwouldchange.","5b0763afa84dcf0001bef586","1bef586","IGMT9IdN.txt","1bef586",2.67679964010147,1
"15",15,"Thetoprightedgeofthetopfrontlump/shape.","59e29e405de9b000017ecebf","17ecebf","jCy6bYLD.txt","17ecebf",3.55997191593085,3
"16",16,"shadowsthatweredifferentandsize","5bbd03e061906b0001422ddf","1422ddf","kWbygQMf.txt","1422ddf",3.34838031996297,3
"17",17,"Themiddlerightsideoftheobjectwasdifferent","5b089c2ba6f07e00018b92d6","18b92d6","L3BVAIxL.txt","18b92d6",3.88296889242929,2
"18",18,"Theleftbottomcorner","59f986488a2d3d00012c199e","12c199e","lpcWaaAa.txt","12c199e",3.36745028846754,1
"19",19,"therockontheleft,thestickingoutpartoftherockchangedsizes.","5559a3a1fdf99b514bba308e","bba308e","lUkgITXS.txt","bba308e",2.61672930166354,1
"20",20,"Apieceofthebottommiddlerock","5b2fda4e530770000105a60a","105a60a","lzrjVx5v.txt","105a60a",3.88296889242929,1
"21",21,"Onthefrontrightface,thewidthoftheprotrusionwouldchangeslightly","5b2fb4b86d601d0001d5d7ff","1d5d7ff","Mt9P5xUW.txt","1d5d7ff",3.34838031996297,2
