"","post_surve","prolificID","SubID","confirm_code"
"1","thetoppartwithtriangleandbar","5ad77b1fb24ddb000174496e","174496e","0bwbVzFm.txt"
"2","Thebottomrightprotruberancewasdifferent","5b8d638159917c0001756f5f","1756f5f","3Bu9nBgr.txt"
"3","thetoprightbumps","5b86f3759e29e0000172870b","172870b","3VMEpR6m.txt"
"4","Thetoppartoftheobjectvariedinsize.","5bac4ecc7fd2120001e5ffee","1e5ffee","4CvgPTV2.txt"
"5","Thefarmostleftpart","5bb65a5bbf96d300013a9af6","13a9af6","6GCxrkSf.txt"
"6","Thedarkergreyprotrudingshapeontherightside.","5a710ad3ff6f2300013ef7b5","13ef7b5","7p7dTnhU.txt"
"7","Thebottomleftdarkarea","5baafc578abe99000137ef5e","137ef5e","8IPbODFo.txt"
"8","smallpieces","59067e147a22a80001849720","1849720","ABiuVVxE.txt"
"9","Thetriangleatthetopandthemountain-likeobjectinfrontofthetriangle","5a7bf9690f1bce000121d34a","121d34a","ccoIG4GN.txt"
"10","Shadingonangles","598fba148380cc00012a3ce7","12a3ce7","cF7PQLok.txt"
"11","Ilookedatthelumpsandtheshadowsofthoselumps.","5a818ed0ae9a0b0001a9c456","1a9c456","CHaPbBhP.txt"
"12","theportiontowardsthefrontleft","5900d2db76f91e000107a571","107a571","e78LVEXA.txt"
"13","Thesmalldarkerportioninthelowerrightsectionoftheobject","583db8742b21bf0001016d1b","1016d1b","gMQjhGVp.txt"
"14","Thepositioningofthedarkgraypeaks","5ba1f475e18f5700012c2923","12c2923","hH1KhUMf.txt"
"15","Thetriangleatthetopwouldbebigger,smaller,orthesamesize.Theshadowontheshapeontopwouldchangetoo.","564564bfd01e6b0006727592","6727592","HQ7IiI2S.txt"
"16","leftprotrudingrocks","5885eaf35edfd900013ebe4b","13ebe4b","jgh5M94p.txt"
"17","Thetopbackrock.","5baec88f733441000102c719","102c719","l7EyiG2U.txt"
"18","Therocksjuttingoutwerejuttingoutatdifferentlengths","5b6515aff7798c00018291b8","18291b8","mIQVNWX0.txt"
"19","Theprotrusiononthebottomrightofthestructurewouldbecomewiderorthinner","5b6e2916dcf12c0001041b16","1041b16","R76FprLM.txt"
"20","themiddle-rightboxwasabitdifferentbetweenthepairs","5b7231ad99982e0001461fdf","1461fdf","RCWjB1m9.txt"
"21","topmiddle,theleftdarkgraytriangle","5afc815c818b91000120be16","120be16","rHK02u9c.txt"
"22","Thepartoftheobjectsthatwasdifferentwasarock/bumpontherightsideoftheobjectthatchangedshades.","5a11cd27f2e3460001edbe50","1edbe50","V6r0y1U7.txt"
"23","thebottomleftshadowswerewhawtiwatchedforchanges","55cb7bb3fdf99b3ca7b9562f","7b9562f","xZxQuneW.txt"
"24","Thetop-mostshapebehindtheshapeontopofthemainobject.","59777b4346b3990001d950be","1d950be","YRbaHwwK.txt"
"25","thebottomrightchocolate chipwasdifferent","5ba8388fa2a1ae0001f08a1e","1f08a1e","yu4INKoi.txt"
"26","Thesizeoftheleftpartoftheobject.","5a21e7fe772bc40001ba0e63","1ba0e63","ZpqMk6Ld.txt"
"27","Thepatternontheleftside","5ba3a8a84087a20001549257","1549257","ZUogi6vJ.txt"
