"","keys","accuracy","rt","Fimg","Simg","feature_index","subID","trialNum","run"
"2",0,0,1907,2,2,1,"1c8c9ec",1,1
"3",1,1,451,5,5,1,"1c8c9ec",2,1
"4",1,1,109,4,4,1,"1c8c9ec",3,1
"5",1,1,550,6,6,1,"1c8c9ec",4,1
"6",0,1,768,5,1,1,"1c8c9ec",5,1
"7",0,1,280,1,2,1,"1c8c9ec",6,1
"8",1,1,8,3,3,1,"1c8c9ec",7,1
"9",0,1,277,4,1,1,"1c8c9ec",8,1
"10",1,1,316,1,1,1,"1c8c9ec",9,1
"11",0,1,412,1,6,1,"1c8c9ec",10,1
"12",0,1,369,3,1,1,"1c8c9ec",11,1
"13",1,1,778,5,5,1,"1c8c9ec",12,1
"14",0,1,1432,1,4,1,"1c8c9ec",13,1
"15",-1,-1,0,2,1,1,"1c8c9ec",14,1
"16",1,1,1105,4,4,1,"1c8c9ec",15,1
"17",1,1,943,2,2,1,"1c8c9ec",16,1
"18",0,1,1094,6,1,1,"1c8c9ec",17,1
"19",0,1,579,5,1,1,"1c8c9ec",18,1
"20",1,1,454,1,1,1,"1c8c9ec",19,1
"21",0,1,468,1,3,1,"1c8c9ec",20,1
"22",1,1,432,6,6,1,"1c8c9ec",21,1
"23",1,1,741,3,3,1,"1c8c9ec",22,1
"24",1,1,724,3,3,1,"1c8c9ec",23,1
"25",1,1,554,2,2,1,"1c8c9ec",24,1
"26",1,1,851,4,4,1,"1c8c9ec",25,1
"27",1,1,227,1,1,1,"1c8c9ec",26,1
"28",0,1,553,1,4,1,"1c8c9ec",27,1
"29",0,1,1433,2,1,1,"1c8c9ec",28,1
"30",1,1,613,6,6,1,"1c8c9ec",29,1
"31",0,1,510,1,6,1,"1c8c9ec",30,1
"32",0,1,417,1,3,1,"1c8c9ec",31,1
"33",0,1,656,5,1,1,"1c8c9ec",32,1
"34",1,1,380,5,5,1,"1c8c9ec",33,1
"35",-1,-1,0,5,5,1,"1c8c9ec",34,1
"36",0,1,257,6,1,1,"1c8c9ec",35,1
